"","zipcode","date","hour_of_day","policy_active","traffic_index","cars_requested","cars_available","mean_price","std_price","zipcode_type","major_city","post_office_city","common_city_list","county","state","lat","lng","timezone","radius_in_miles","area_code_list","population","population_density","land_area_in_sqmi","water_area_in_sqmi","housing_units","occupied_housing_units","median_home_value","median_household_income","bounds_west","bounds_east","bounds_north","bounds_south"
"6816","91912",2023-02-08,4,1,68.6160726649872,24,24,45.3065475795234,10.3161164753827,"PO Box","Chula Vista",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6817","93530",2023-06-26,15,1,28.0788201603506,15,37,55.0658421620614,-0.147589545752294,"PO Box","Keeler","Keeler, CA",<raw>,"Inyo County","CA",36.3,-117.9,"Pacific",41,<raw>,47,52,0.91,0,46,28,58900,28333,-117.894394,-117.855219,36.497411,36.462882
"6818","91758",2023-05-10,17,1,45.348688359616,17,28,63.4132491256081,5.01165595342611,"Standard","Ontario",NA,<raw>,"San Bernardino County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6819","90671",2023-08-29,7,1,72.9602273387766,27,37,52.2841393641145,7.60044588997383,"PO Box","Santa Fe Springs",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6820","95628",2023-09-07,19,0,54.6248784425745,27,27,35.0976455454015,6.34547965298693,"Standard","Fair Oaks","Fair Oaks, CA",<raw>,"Sacramento County","CA",38.66,-121.26,"Pacific",4,<raw>,40196,3151,12.75,0.45,17294,16360,332200,73720,-121.312707,-121.192558,38.682855,38.620604
"6821","90063",2023-06-22,18,1,26.8623525885535,24,32,35.5720141686622,8.15456629925984,"Standard","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.04,-118.19,"Pacific",2,<raw>,55758,17038,3.27,0,14012,13260,273400,38441,-118.206036,-118.169254,34.063255,34.027309
"6822","91934",2023-03-04,22,1,45.7301015193236,24,24,50.7722455703676,4.00590244272061,"Standard","Jacumba","Jacumba, CA",<raw>,"San Diego County","CA",32.64,-116.22,"Pacific",4,<raw>,737,16,46.73,0.01,436,308,145600,41607,-116.260039,-116.105692,32.726621,32.609052
"6823","90508",2023-10-05,17,0,52.9478169656934,16,27,64.9547041367995,7.39798424890295,"PO Box","Torrance",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6824","94578",2023-02-04,6,0,55.6574075838289,12,36,51.1918671964949,8.00592838718061,"Standard","San Leandro","San Leandro, CA",<raw>,"Alameda County","CA",37.71,-122.13,"Pacific",2,<raw>,38558,8755,4.4,0,14808,13933,332200,51518,-122.160971,-122.096226,37.728886,37.688721
"6825","95353",2023-05-19,17,0,34.4942662552286,23,23,56.6775806374583,7.19519462787486,"PO Box","Modesto",NA,<raw>,"Stanislaus County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6826","95112",2023-07-06,20,1,68.1560437183506,15,26,41.4326281327703,7.50809732652641,"Standard","San Jose","San Jose, CA",<raw>,"Santa Clara County","CA",37.34,-121.88,"Pacific",4,<raw>,55927,7885,7.09,0,20763,19525,421000,48370,-121.919394,-121.843631,37.383411,37.303478
"6827","94579",2023-11-20,2,1,55.5152637782236,20,35,68.4982967868279,7.20756851324953,"Standard","San Leandro","San Leandro, CA",<raw>,"Alameda County","CA",37.69,-122.15,"Pacific",2,<raw>,20571,6567,3.13,0,7019,6723,364300,72369,-122.184512,-122.129,37.705673,37.667748
"6828","95381",2023-09-27,19,1,47.188957578646,17,30,47.2150949028697,5.56034561770255,"PO Box","Turlock",NA,<raw>,"Stanislaus County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6829","90712",2023-08-26,12,1,13.7569035338352,19,29,56.3124578938224,8.48694283586739,"Standard","Lakewood","Lakewood, CA",<raw>,"Los Angeles County","CA",33.84,-118.15,"Pacific",2,<raw>,31499,7349,4.29,0.02,11155,10794,409500,77495,-118.167704,-118.125047,33.869035,33.820047
"6830","91523",2023-06-06,13,0,52.6395267470942,15,39,46.2598011159614,2.40203508037725,"Unique","Burbank",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831","96013",2023-07-05,23,0,51.5249559909991,25,25,43.5247811736241,3.28172358428405,"Standard","Burney","Burney, CA",<raw>,"Shasta County","CA",41,-121.7,"Pacific",19,<raw>,4212,18,229.76,2.78,2033,1703,138900,37629,-121.841089,-121.506621,41.183387,40.808418
"6832","91963",2023-10-12,10,1,46.8221531661639,11,33,45.0151686867693,2.92594130142149,"Standard","Potrero","Potrero, CA",<raw>,"San Diego County","CA",32.63,-116.59,"Pacific",5,<raw>,1118,33,33.64,0,413,354,78200,38563,-116.674508,-116.527473,32.668695,32.579271
"6833","93044",2023-01-08,19,1,33.2492057900519,32,32,57.0801608776516,2.99301433840384,"PO Box","Port Hueneme",NA,<raw>,"Ventura County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834","91335",2023-07-22,22,1,31.1896616454393,22,30,47.8031753786578,7.32818064008764,"Standard","Reseda","Reseda, CA",<raw>,"Los Angeles County","CA",34.2,-118.54,"Pacific",2,<raw>,74363,11328,6.56,0.03,24158,22855,332900,51266,-118.562289,-118.518481,34.220985,34.180205
"6835","93268",2023-09-15,3,0,44.82804272486,21,27,36.4116760345481,3.70106215236816,"Standard","Taft","Taft, CA",<raw>,"Kern County","CA",35.2,-119.4,"Pacific",11,<raw>,16897,403,41.95,0,6040,5309,123000,45024,-119.527705,-119.303068,35.265607,35.076559
"6836","92590",2023-01-21,5,1,24.4540829251223,27,38,37.1841384380857,4.84574018228615,"Standard","Temecula","Temecula, CA",<raw>,"Riverside County","CA",33.49,-117.23,"Pacific",7,<raw>,3660,68,53.45,0.03,1464,1325,724800,42516,-117.322403,-117.136539,33.546315,33.431928
"6837","95006",2023-02-28,22,1,52.3957920328132,19,37,39.1014083494698,3.09321668416801,"Standard","Boulder Creek","Boulder Creek, CA",<raw>,"Santa Cruz County","CA",37.2,-122.2,"Pacific",9,<raw>,8979,168,53.49,0,4518,3868,441000,75944,-122.242751,-122.054116,37.235279,37.101736
"6838","90747",2023-01-21,3,1,49.5001283080595,26,30,49.9227029813269,3.96061804574579,"Unique","Carson","Carson, CA",<raw>,"Los Angeles County","CA",33.866,-118.258,"Pacific",0.454545454545455,<raw>,0,NA,0,0,0,0,NA,NA,-118.252352,-118.250167,33.863356,33.862488
"6839","91601",2023-09-11,11,1,43.7090847639884,29,31,62.0830019434784,5.32135158516514,"Standard","North Hollywood","North Hollywood, CA",<raw>,"Los Angeles County","CA",34.17,-118.37,"Pacific",1,<raw>,37180,14028,2.65,0,17392,15970,464200,48638,-118.39503,-118.351812,34.179428,34.157638
"6840","91786",2023-08-05,8,1,70.3427697387551,18,21,55.0119941044711,4.11690845877743,"Standard","Upland","Upland, CA",<raw>,"San Bernardino County","CA",34.1,-117.66,"Pacific",3,<raw>,51165,5715,8.95,0,19394,18087,330100,51805,-117.704595,-117.623451,34.12298,34.08695
"6841","93551",2023-11-23,5,1,35.3603796645868,29,30,52.72476385485,1.42344080764449,"Standard","Palmdale","Palmdale, CA",<raw>,"Los Angeles County","CA",34.6,-118.2,"Pacific",10,<raw>,50798,695,73.14,0.19,17144,15963,243400,80663,-118.378184,-118.111998,34.662693,34.513327
"6842","91521",2023-08-26,22,1,39.6664522685915,21,30,53.2642999226588,7.20669933985826,"Unique","Burbank",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6843","94025",2023-09-08,2,0,38.8731142651223,20,30,49.865957284881,3.71765288510021,"Standard","Menlo Park","Menlo Park, CA",<raw>,"San Mateo County","CA",37.46,-122.18,"Pacific",4,<raw>,40526,3448,11.75,0,16271,15388,1000001,115444,-122.229133,-122.121345,37.507944,37.409088
"6844","92572",2023-10-24,14,1,51.7483982216229,17,27,57.5789218602009,6.06770436733346,"PO Box","Perris",NA,<raw>,"Riverside County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6845","92317",2023-11-13,10,1,60.2837050341925,20,23,45.4360040271338,3.86436554770791,"PO Box","Blue Jay",NA,<raw>,"San Bernardino County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6846","94951",2023-02-16,4,1,28.1260668391334,20,35,42.7114426399276,3.44376593336564,"Standard","Penngrove","Penngrove, CA",<raw>,"Sonoma County","CA",38.32,-122.64,"Pacific",5,<raw>,4124,281,14.66,0,1794,1659,768200,90027,-122.708336,-122.577437,38.358013,38.276316
"6847","91749",2023-04-19,10,1,56.379577547952,18,23,47.0211732161975,5.88334874880006,"PO Box","La Puente",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6848","92386",2023-07-18,8,0,47.1085778087352,15,30,58.3598246638565,4.36668411165339,"PO Box","Sugarloaf","Sugarloaf, CA",<raw>,"San Bernardino County","CA",34.243,-116.826,"Pacific",0.397727272727273,<raw>,2270,1184,1.92,0,3224,975,152300,33428,-116.840094,-116.80798,34.250513,34.225298
"6849","92571",2023-04-29,15,1,74.7281628426278,25,32,56.0100271174862,4.6216580023601,"Standard","Perris","Perris, CA",<raw>,"Riverside County","CA",33.84,-117.19,"Pacific",6,<raw>,52516,2328,22.56,0.28,13526,12339,158900,50598,-117.262589,-117.135596,33.880401,33.773297
"6850","94108",2023-12-18,7,0,11.9475405431267,18,35,44.0457075606589,3.17642838844129,"Standard","San Francisco","San Francisco, CA",<raw>,"San Francisco County","CA",37.791,-122.409,"Pacific",0.454545454545455,<raw>,13768,50983,0.27,0,8843,7628,856900,35427,-122.414826,-122.403317,37.796302,37.786615
"6851","94510",2023-05-07,0,1,72.4425519373531,15,38,30.3251732388364,5.79039425962743,"Standard","Benicia","Benicia, CA",<raw>,"Solano County","CA",38.12,-122.13,"Pacific",7,<raw>,27088,969,27.95,3.36,11338,10717,423700,88930,-122.198236,-122.064482,38.171531,38.033399
"6852","92312",2023-04-10,11,0,43.9760426201357,22,38,44.8667514342496,7.44330020826717,"PO Box","Barstow",NA,<raw>,"San Bernardino County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6853","92203",2023-11-15,3,0,30.1824014983803,27,27,40.161750671465,4.98697708682058,"Standard","Indio","Indio, CA",<raw>,"Riverside County","CA",33.7,-116.2,"Pacific",8,<raw>,25605,1462,17.51,0,11667,9220,249900,72005,-116.303869,-116.181532,33.794818,33.719966
"6854","95073",2023-05-21,14,1,42.4988159710838,13,37,52.2250787081701,6.15206288335409,"Standard","Soquel","Soquel, CA",<raw>,"Santa Cruz County","CA",37.03,-121.93,"Pacific",4,<raw>,10154,479,21.2,0,4334,4108,594000,73987,-121.977561,-121.848221,37.09384,36.982648
"6855","92509",2023-10-28,12,1,30.0200280427954,19,34,48.6793939635362,2.30362129280731,"Standard","Riverside","Riverside, CA",<raw>,"Riverside County","CA",34,-117.44,"Pacific",5,<raw>,75196,2418,31.09,0.5,20512,19232,208500,56517,-117.507928,-117.363883,34.038234,33.964347
"6856","92503",2023-01-08,5,1,51.2157307901076,22,27,53.5660040269482,7.59539353155184,"Standard","Riverside","Riverside, CA",<raw>,"Riverside County","CA",33.9,-117.45,"Pacific",5,<raw>,84519,2830,29.87,4.22,24754,23413,222500,56373,-117.513366,-117.366777,33.962459,33.817424
"6857","93190",2023-10-27,10,1,53.0760410236436,21,25,46.8538572617125,3.17854785221005,"PO Box","Santa Barbara",NA,<raw>,"Santa Barbara County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6858","91701",2023-08-31,16,1,91.4924614169396,14,29,60.0425162018681,5.71776014996805,"Standard","Rancho Cucamonga","Rancho Cucamonga, CA",<raw>,"San Bernardino County","CA",34.15,-117.59,"Pacific",3,<raw>,38976,5361,7.27,0,13351,12997,360400,77765,-117.636887,-117.545262,34.166056,34.121409
"6859","94850",2023-03-08,18,1,23.0582153234584,21,34,55.8630969041704,6.74424207155756,"Standard","Richmond","Richmond, CA",<raw>,"Contra Costa County","CA",37.903,-122.321,"Pacific",0.284090909090909,<raw>,0,NA,0,0,0,0,NA,NA,-122.320298,-122.314081,37.906025,37.89964
"6860","92198",2023-12-28,15,1,55.7192460377765,20,22,70.4525375998096,4.29721345128366,"PO Box","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6861","92398",2023-11-10,16,1,61.6126686154222,20,23,42.0869442292112,3.4592350348183,"PO Box","Yermo","Yermo, CA",<raw>,"San Bernardino County","CA",34.92,-116.88,"Pacific",3,<raw>,1379,49,28.02,0.17,679,520,124400,58568,-116.927859,-116.76465,34.94536,34.871766
"6862","95901",2023-05-17,3,1,59.6402496926674,21,35,47.1715008893634,6.89696294137556,"Standard","Marysville","Marysville, CA",<raw>,"Yuba County","CA",39.2,-121.5,"Pacific",15,<raw>,31314,159,196.55,1.6,12250,11029,154600,40260,-121.636368,-121.319477,39.399838,39.042595
"6863","95834",2023-12-19,11,1,47.717037521634,19,31,51.6016924826236,7.21921580645374,"Standard","Sacramento","Sacramento, CA",<raw>,"Sacramento County","CA",38.64,-121.52,"Pacific",4,<raw>,25899,2591,9.99,0.27,10085,9405,204900,55177,-121.57661,-121.469519,38.656552,38.625027
"6864","92658",2023-09-04,23,1,43.9175480987173,22,37,44.6552581415512,6.72775826178486,"PO Box","Newport Beach",NA,<raw>,"Orange County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6865","95630",2023-10-23,8,1,45.7439109592561,19,19,26.0328989911512,2.92527747894126,"Standard","Folsom","Folsom, CA",<raw>,"Sacramento County","CA",38.67,-121.15,"Pacific",5,<raw>,72180,2617,27.58,2.33,26093,24935,385500,98547,-121.206758,-121.0793,38.717118,38.614613
"6866","94294",2023-01-24,15,1,22.7133816960989,17,23,49.13219411877,4.60266590257379,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6867","90025",2023-04-19,23,1,56.7403580907962,16,27,53.3472904507137,6.72754463283494,"Standard","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.05,-118.44,"Pacific",2,<raw>,42147,16402,2.57,0,23058,21228,669100,73478,-118.474465,-118.4162,34.061389,34.032633
"6868","93924",2023-10-23,22,1,16.5856238483242,24,24,50.2428817316304,4.32122271148301,"Standard","Carmel Valley","Carmel Valley, CA",<raw>,"Monterey County","CA",36.4,-121.6,"Pacific",13,<raw>,6279,33,189.87,0.42,3094,2692,772900,88926,-121.81515,-121.497921,36.554865,36.230498
"6869","95955",2023-07-06,16,1,55.8752808140029,19,31,62.3367811233544,5.3281969334528,"PO Box","Maxwell","Maxwell, CA",<raw>,"Colusa County","CA",39.31,-122.17,"Pacific",7,<raw>,1517,12,123,0.03,608,532,156500,43977,-122.396594,-122.07867,39.414593,39.217913
"6870","95606",2023-06-23,3,0,36.7974147383506,18,27,47.3942267430277,7.17827851067062,"Standard","Brooks","Brooks, CA",<raw>,"Yolo County","CA",38.77,-122.21,"Pacific",5,<raw>,196,5,36.32,0,87,78,NA,178295,-122.258334,-122.123491,38.817748,38.688976
"6871","94591",2023-12-02,19,1,41.4171819887539,16,33,44.8989512814965,3.58184669043654,"Standard","Vallejo","Vallejo, CA",<raw>,"Solano County","CA",38.12,-122.2,"Pacific",5,<raw>,53042,2458,21.58,0.73,19644,18348,257900,73509,-122.233264,-122.151815,38.191424,38.056533
"6872","95984",2023-02-04,4,1,52.1933659856011,26,31,47.7525857258061,4.6921063724989,"PO Box","Twain","Twain, CA",<raw>,"Plumas County","CA",40,-121.1,"Pacific",10,<raw>,120,4,33.18,0,91,61,NA,NA,-121.225476,-120.997984,40.085043,40.007401
"6873","92596",2023-11-13,9,0,9.88986431854875,19,29,48.9739315724884,6.17189536526784,"Standard","Winchester","Winchester, CA",<raw>,"Riverside County","CA",33.6,-117.1,"Pacific",7,<raw>,23172,379,61.18,0.03,7131,6531,262300,82832,-117.145231,-117.004376,33.731274,33.539844
"6874","94608",2023-05-21,11,1,21.6699044729765,25,40,57.4081627395073,5.97366227153169,"Standard","Emeryville","Emeryville, CA",<raw>,"Alameda County","CA",37.83,-122.29,"Pacific",2,<raw>,28019,10235,2.74,0.67,15101,13051,342900,52787,-122.320248,-122.267112,37.850726,37.817431
"6875","93433",2023-03-23,2,1,77.2361339064584,23,28,65.4293088839738,6.4906870562823,"Standard","Grover Beach","Grover Beach, CA",<raw>,"San Luis Obispo County","CA",35.12,-120.62,"Pacific",1,<raw>,13162,6084,2.16,0.05,5749,5109,388900,47271,-120.640144,-120.604764,35.134368,35.105481
"6876","93003",2023-10-24,23,1,44.3458690374973,20,25,47.4790355300673,4.59800196503377,"Standard","Ventura","Ventura, CA",<raw>,"Ventura County","CA",34.27,-119.22,"Pacific",3,<raw>,50474,2453,20.58,0.1,20116,19128,433300,67860,-119.268357,-119.177173,34.34074,34.234735
"6877","92552",2023-09-24,8,0,48.7891468551121,28,28,50.5144105421326,5.14863174361981,"PO Box","Moreno Valley",NA,<raw>,"Riverside County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6878","96048",2023-03-02,22,0,45.5718795710206,22,34,51.1129506966076,4.85685247697783,"Standard","Junction City","Junction City, CA",<raw>,"Trinity County","CA",40.8,-123.1,"Pacific",9,<raw>,736,5,153.5,0.26,406,320,192000,42250,-123.134266,-122.968703,41.05795,40.611981
"6879","93067",2023-03-24,3,0,58.3576608438748,25,27,55.4082785729474,4.10512683682387,"PO Box","Summerland","Summerland, CA",<raw>,"Santa Barbara County","CA",34.422,-119.602,"Pacific",0.170454545454545,<raw>,895,1519,0.59,0,507,426,846600,74832,-119.61246,-119.57985,34.430597,34.416495
"6880","96049",2023-01-10,5,0,66.3568485969553,22,22,37.6806255919315,3.32404595739401,"PO Box","Redding","Redding, CA",<raw>,"Siskiyou County","CA",40.6,-122.5,"Pacific",13,<raw>,95,6,15.84,0.07,63,47,NA,12054,-123.394755,-123.272763,41.809195,41.736644
"6881","91326",2023-07-08,13,0,25.3783159853721,12,33,52.7831787460155,4.48051353381336,"Standard","Porter Ranch","Porter Ranch, CA",<raw>,"Los Angeles County","CA",34.29,-118.56,"Pacific",3,<raw>,33708,4131,8.16,0.01,12206,11770,611800,99230,-118.596208,-118.523323,34.303478,34.25726
"6882","93908",2023-12-07,10,0,37.6832712990397,26,26,67.4038253902143,4.84209823030156,"Standard","Salinas","Salinas, CA",<raw>,"Monterey County","CA",36.6,-121.6,"Pacific",17,<raw>,13043,61,214.59,2.55,4854,4639,616000,108093,-121.78964,-121.406993,36.824437,36.477816
"6883","94542",2023-11-23,17,1,51.3229870213558,16,24,49.583030669427,6.81865163126476,"Standard","Hayward","Hayward, CA",<raw>,"Alameda County","CA",37.65,-122.04,"Pacific",3,<raw>,12717,2229,5.7,0,4595,4315,524900,84817,-122.078024,-122.004941,37.680986,37.632891
"6884","92706",2023-10-30,16,1,54.5883339235142,20,39,52.5677031206685,3.57150343951942,"Standard","Santa Ana","Santa Ana, CA",<raw>,"Orange County","CA",33.77,-117.88,"Pacific",2,<raw>,36457,10698,3.41,0.12,9687,9322,432700,60785,-117.907314,-117.855857,33.783947,33.75239
"6885","94278",2023-11-09,15,0,66.0809132214382,14,39,55.6951558086826,4.89750192796964,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6886","92082",2023-12-27,0,0,53.8200201986919,13,25,37.3361625195337,7.14611376212359,"Standard","Valley Center","Valley Center, CA",<raw>,"San Diego County","CA",33.3,-117,"Pacific",12,<raw>,19037,155,122.88,0.08,6711,6209,439800,81835,-117.145718,-116.841216,33.36312,33.152177
"6887","92674",2023-10-03,14,0,57.0031652448957,19,32,72.9677288917822,5.80440994758124,"PO Box","San Clemente",NA,<raw>,"Orange County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6888","95831",2023-11-19,19,1,57.3453432097522,17,33,38.0326299465832,5.92054123524987,"Standard","Sacramento","Sacramento, CA",<raw>,"Sacramento County","CA",38.52,-121.53,"Pacific",5,<raw>,41321,5914,6.99,0.55,19186,17974,326400,68461,-121.559167,-121.503093,38.52325,38.466563
"6889","90803",2023-07-01,11,1,49.0450304386824,20,34,62.4154213074498,2.63696109070663,"Standard","Long Beach","Long Beach, CA",<raw>,"Los Angeles County","CA",33.76,-118.15,"Pacific",4,<raw>,32031,8013,4,4.2,18682,17318,691700,72653,-118.169788,-118.09197,33.775322,33.728228
"6890","93276",2023-06-18,14,0,52.7821017698053,16,17,35.8228026059971,-0.779406310599186,"PO Box","Tupman","Tupman, CA",<raw>,"Kern County","CA",35.29,-119.38,"Pacific",2,<raw>,161,235,0.69,0,73,55,66300,46250,-119.379846,-119.341528,35.311458,35.289471
"6891","94250",2023-06-23,20,0,43.314007846178,15,31,42.3435118389986,4.44977157463994,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6892","95225",2023-04-24,10,1,31.0601334650857,13,29,54.3798416568204,5.07519062623086,"PO Box","Burson","Burson, CA",<raw>,"Calaveras County","CA",38.182,-120.889,"Pacific",0.113636363636364,<raw>,672,96,7.01,0.08,274,243,304900,52788,-120.926878,-120.860123,38.22121,38.178311
"6893","90245",2023-09-20,5,0,54.5079260612612,29,29,50.2501747326863,7.66724930764023,"Standard","El Segundo","El Segundo, CA",<raw>,"Los Angeles County","CA",33.92,-118.4,"Pacific",2,<raw>,16654,3049,5.46,0.38,7410,7085,736500,84341,-118.437121,-118.374325,33.931495,33.901649
"6894","95977",2023-08-05,8,1,70.4242819556345,28,28,54.6338133549787,5.36571568239331,"Standard","Smartsville","Smartsville, CA",<raw>,"Nevada County","CA",39.17,-121.32,"Pacific",6,<raw>,1678,43,39.13,0.22,704,637,243900,50820,-121.375681,-121.217633,39.241975,39.098596
"6895","92501",2023-04-03,3,1,42.0628493339049,19,28,73.6547347161236,5.38053149045085,"Standard","Riverside","Riverside, CA",<raw>,"Riverside County","CA",33.99,-117.37,"Pacific",2,<raw>,20970,3678,5.7,0.27,7287,6535,186800,48234,-117.427721,-117.339737,34.019514,33.968061
"6896","94273",2023-09-04,8,1,48.2083852728898,22,23,52.7650220848467,5.59580023744101,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6897","93669",2023-01-08,2,1,52.513939966321,21,28,47.2644889964774,-1.41407192848883,"Standard","Wishon","Wishon, CA",<raw>,"Madera County","CA",37.28,-119.54,"Pacific",3,<raw>,295,43,6.81,0.77,261,131,289300,2499,-119.57911,-119.513176,37.328689,37.239122
"6898","93772",2023-05-11,14,1,61.3790786795816,18,23,42.7399997981829,3.16978635358465,"PO Box","Fresno",NA,<raw>,"Fresno County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6899","92025",2023-07-29,4,0,50.6554024019359,34,34,52.7935477229328,2.12924764910562,"Standard","Escondido","Escondido, CA",<raw>,"San Diego County","CA",33.09,-117.06,"Pacific",3,<raw>,49978,2268,22.04,0.45,15781,14902,404000,45983,-117.104917,-116.905723,33.136083,33.043089
"6900","92136",2023-01-06,17,1,58.9649620738833,21,26,57.2667967973172,3.10756230269927,"Unique","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6901","90732",2023-02-28,13,1,52.0699261519368,25,28,42.246799587271,3.00140622905153,"Standard","San Pedro","San Pedro, CA",<raw>,"Los Angeles County","CA",33.74,-118.32,"Pacific",2,<raw>,21115,6143,3.44,0.37,9250,8611,483600,80172,-118.335337,-118.293812,33.78208,33.709506
"6902","95130",2023-08-16,15,1,35.8066781386762,18,20,50.1817922715956,2.63778775653104,"Standard","San Jose","San Jose, CA",<raw>,"Santa Clara County","CA",37.29,-121.98,"Pacific",1,<raw>,13911,8930,1.56,0,5175,5016,675500,90759,-121.994554,-121.960867,37.301166,37.269106
"6903","91979",2023-12-06,22,1,69.9072667699982,17,35,53.6792687762853,2.47046713779051,"PO Box","Spring Valley",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6904","96104",2023-11-21,10,1,55.264689072834,26,43,57.2496184290649,2.65090039361041,"Standard","Cedarville","Cedarville, CA",<raw>,"Modoc County","CA",41.4,-120.1,"Pacific",19,<raw>,748,4,192.48,19.01,427,336,211500,34779,-120.290451,-119.998287,41.667643,41.344431
"6905","96019",2023-09-11,17,1,36.8915554164909,9,24,46.8489094990579,4.26261457730766,"Standard","Shasta Lake","Shasta Lake, CA",<raw>,"Shasta County","CA",40.68,-122.37,"Pacific",3,<raw>,10082,922,10.94,0.01,4148,3890,167700,39111,-122.411328,-122.337203,40.709755,40.650573
"6906","90680",2023-09-29,19,0,68.6357116387431,22,32,64.6558506258823,3.54844116875492,"Standard","Stanton","Stanton, CA",<raw>,"Orange County","CA",33.79,-118,"Pacific",2,<raw>,29945,11110,2.7,0,8848,8510,288600,49294,-118.019236,-117.979135,33.815699,33.77379
"6907","92647",2023-11-25,9,1,71.2700700137605,14,30,74.4183545092973,1.79914387856667,"Standard","Huntington Beach","Huntington Beach, CA",<raw>,"Orange County","CA",33.73,-118.01,"Pacific",2,<raw>,57245,7387,7.75,0.02,20625,19847,593500,75599,-118.041952,-117.97178,33.75642,33.69658
"6908","92030",2023-09-05,18,1,43.2793563558467,19,38,37.0557274768178,4.55894880058637,"PO Box","Escondido",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6909","96015",2023-04-09,9,1,22.2401295279338,20,37,40.4781480303562,5.98156816331671,"Standard","Canby","Canby, CA",<raw>,"Modoc County","CA",41.6,-121,"Pacific",29,<raw>,465,2,241.98,8.58,156,125,155300,23167,-121.18424,-120.702251,41.765227,41.335747
"6910","94519",2023-01-30,16,1,52.973282937142,14,25,41.9297377245608,2.56752753965508,"Standard","Concord","Concord, CA",<raw>,"Contra Costa County","CA",37.99,-122,"Pacific",3,<raw>,18453,4221,4.37,0,7246,6683,337000,70476,-122.033746,-121.981603,38.011468,37.968772
"6911","94151",2023-07-26,4,1,33.9170507964854,18,34,55.044794073144,4.61469156230061,"Unique","San Francisco",NA,<raw>,"San Francisco County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
